Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1225,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1022,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,106,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
30,No,Travel_Frequently,721,Research & Development,1,2,Medical,1,45,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1386,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,504,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,260,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,826,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,825,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,191,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,992,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,569,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1362,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,611,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,543,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,951,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,345,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,930,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,134,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,291,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
34,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,25,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,494,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,774,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,946,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1273,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,532,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,539,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1444,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,970,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,911,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,632,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,1434,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1141,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1404,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1297,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,866,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,646,2,Female,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1066,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2
46,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,49,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,464,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,955,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,767,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,903,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,111,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,199,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,68,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,553,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,451,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,109,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1251,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,518,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1103,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1244,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,399,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,642,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,223,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1135,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1194,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,546,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,988,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
30,No,Travel_Rarely,231,Sales,8,2,Other,1,703,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
21,No,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,24,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,0
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,271,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1313,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1059,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,316,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,715,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,781,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,402,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1198,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,980,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,433,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,843,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,268,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,138,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,851,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,877,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
51,No,Travel_Rarely,632,Sales,21,4,Marketing,1,92,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,633,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,1449,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,439,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,55,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1036,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,165,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,1453,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,637,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,958,3,Male,74,3,1,Research Scientist,3,Divorced,3544,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,409,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,166,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,214,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,966,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,562,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,528,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,93,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,361,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,559,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,556,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1416,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
27,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,5,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1382,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1355,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,177,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,983,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,773,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1353,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,710,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,974,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1043,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,787,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,533,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,976,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,887,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,1465,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,67,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,1436,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1246,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,125,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1284,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1241,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,202,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,963,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1250,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1228,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,643,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1258,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1008,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,155,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,1460,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
36,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,70,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,615,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,817,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1272,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,940,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,973,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,714,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1186,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,354,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,981,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
47,No,Travel_Rarely,571,Sales,14,3,Medical,1,1068,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1300,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,897,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1367,1,Female,32,1,2,Sales Executive,3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2
